SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN,TIMESTAMP
AJMERA,EQ,212.85,220.5,207.25,218.8,218.55,212.9,70640,15278350.95,2242,INE298G01027,2017-02-20
AKSHARCHEM,EQ,760.95,772,750,757.1,760,765.5,5070,3849667.1,446,INE542B01011,2017-02-20
AKSHOPTFBR,EQ,17.2,17.25,17,17.05,17.1,17.1,409778,6994860.45,922,INE523B01011,2017-02-20
AKZOINDIA,EQ,1810,1865.95,1801.05,1839.45,1825.1,1812.85,9218,16916949.1,1587,INE133A01011,2017-02-20
ALBERTDAVD,EQ,307,315,307,310.85,314,307.7,2210,685666.55,73,INE155C01010,2017-02-20
ALBK,EQ,66.6,67.45,65.8,67,67.05,67,3255224,217836883.65,16001,INE428A01015,2017-02-20
ALCHEM,EQ,15.55,15.55,14.2,15.25,15.3,15.6,16581,246493.55,136,INE964B01033,2017-02-20
ALEMBICLTD,EQ,38.4,38.8,37.7,38.35,38.3,37.85,257835,9867629.25,1403,INE426A01027,2017-02-20
ALICON,EQ,477,492.4,477,485.5,483.55,478.9,2007,978374.2,93,INE062D01024,2017-02-20
ALKALI,EQ,64.5,64.5,62,62.6,63.4,64.3,15227,967056,178,INE773I01017,2017-02-20
APLAPOLLO,EQ,1552.1,1552.1,1510,1521.15,1511.05,1533.35,7484,11495117.8,922,INE702C01019,2017-02-20
APLLTD,EQ,505,509.1,498,505.15,505,504.25,68560,34524233.25,4173,INE901L01018,2017-02-20
APOLLOHOSP,EQ,1279,1285.1,1261.45,1276.35,1279,1279.6,194333,248225704.05,9788,INE437A01024,2017-02-20
APOLLOTYRE,EQ,240,245.75,237.5,244.3,245.1,243.25,4211405,1016691003.9,47558,INE438A01022,2017-02-20
APOLSINHOT,EQ,789.75,789.75,772.05,789,789,754.8,8,6297.2,5,INE451F01016,2017-02-20
APTECHT,EQ,192,195.4,188.9,191.9,191,192.35,391382,75610630.75,4793,INE266F01018,2017-02-20
ARCHIDPLY,EQ,85.9,88.45,83.85,86,85.6,86.75,70562,6093363,979,INE877I01016,2017-02-20
ARCHIES,EQ,29.75,31,29.65,30.6,30.35,30.25,74453,2259654.95,321,INE731A01020,2017-02-20
ARCOTECH,EQ,93.9,104.3,92.6,97.45,96.4,96.25,2264763,225858900.2,18621,INE574I01035,2017-02-20
ARIES,EQ,148.5,153.55,147,150.05,149.15,148.5,42389,6404705.2,1317,INE298I01015,2017-02-20
ARIHANTSUP,EQ,187.05,187.6,183.5,184.25,184.15,185.85,751763,139079274.25,4443,INE643K01018,2017-02-20
ARMANFIN,EQ,195.95,195.95,188,188.95,188.2,191.25,6899,1302422.35,111,INE109C01017,2017-02-20
AROGRANITE,EQ,73,73.5,71.65,73,73.25,73.05,17914,1303970.65,299,INE210C01013,2017-02-20
ARROWGREEN,EQ,571.35,574.8,551,555.25,554,542.55,153582,86097437.75,5196,INE570D01018,2017-02-20
ARROWTEX,EQ,45.3,45.5,44.6,44.9,44.6,45,6949,312011.25,72,INE933J01015,2017-02-20
ARSHIYA,EQ,67.15,70.4,67,67.7,68.5,68.05,76523,5255619.4,727,INE968D01022,2017-02-20
ARSSINFRA,EQ,64.7,65.95,64,64.8,64.5,64.8,90408,5866561.3,1641,INE267I01010,2017-02-20
ARVIND,EQ,359.5,364.6,353.25,356.1,356.05,360.2,1112671,398824685.3,15554,INE034A01011,2017-02-20
ARVSMART,EQ,135.95,136.95,133,133.95,134,135.45,44067,5960436,500,INE034S01021,2017-02-20
ASAHIINDIA,EQ,243,245.4,240.1,243.7,242.3,243.1,18757,4544180,421,INE439A01020,2017-02-20
ASAHISONG,EQ,279.5,285.4,279.5,280.75,280.25,281.55,7846,2208622.3,213,INE228I01012,2017-02-20
ASAL,EQ,70,70.5,67,67.7,68,70.5,11637,803797.9,72,INE900C01027,2017-02-20
ASHAPURMIN,EQ,57.25,57.3,56.05,56.25,56.2,57.65,43758,2477785.7,488,INE348A01023,2017-02-20
ASHIANA,EQ,196,197,188.4,190.05,189.65,195.55,53087,10151982.95,1120,INE365D01021,2017-02-20
ASHIMASYN,EQ,18.95,19.35,18.6,18.75,18.7,19.05,124406,2350683.85,380,INE440A01010,2017-02-20
ASHOKA,EQ,182.75,187.35,178.75,183.65,182.45,182.75,122700,22461348.55,1882,INE442H01029,2017-02-20
ASHOKLEY,EQ,90.9,92.75,90,92.2,92.55,91.1,4941835,453450561.2,24606,INE208A01029,2017-02-20
BAJAJ-AUTO,EQ,2789,2801,2770.2,2777.05,2784.5,2779.3,284660,790886912.2,11631,INE917I01010,2017-02-20
BAJAJCORP,EQ,377.8,377.95,374.15,375.4,375.95,378.05,15437,5805764.4,2107,INE933K01021,2017-02-20
BAJAJELEC,EQ,325.95,333,324,325.05,324.2,324.6,115888,38140019,2826,INE193E01025,2017-02-20
BAJAJFINSV,EQ,4025,4155,3950,4108.15,4152,4036.05,111692,453385413.25,9628,INE918I01018,2017-02-20
BAJAJHIND,EQ,14.4,14.8,14.25,14.35,14.4,14.35,1859366,26864357.2,2916,INE306A01021,2017-02-20
BAJAJHLDNG,EQ,2111.05,2111.05,2094.8,2100.55,2100,2104.9,7517,15791180.85,2103,INE118A01012,2017-02-20
BAJFINANCE,EQ,1341,1377,1313.9,1372.35,1371,1349.95,998218,1351490429.3,30259,INE296A01024,2017-02-20
BALAJITELE,EQ,133.05,135.45,130,133,133,132.8,348436,46397004.6,3798,INE794B01026,2017-02-20
BALAMINES,EQ,332.1,338.35,325,328.8,327,332.5,10296,3387662.05,382,INE050E01027,2017-02-20
BALKRISHNA,EQ,76.15,77.45,74,74.35,74.65,76.25,9727,733294.95,164,INE875R01011,2017-02-20
BALKRISIND,EQ,1641,1659.3,1620,1642.05,1640.65,1643.8,156780,257053151.35,9071,INE787D01026,2017-02-20
BALLARPUR,EQ,15.25,15.7,15.25,15.55,15.7,15.35,645686,10031299.95,1022,INE294A01037,2017-02-20
BALMLAWRIE,EQ,214.75,217.4,213.1,216.8,217.3,214.75,65851,14181464.25,2119,INE164A01016,2017-02-20
BALPHARMA,EQ,103,103,97,97.45,97.4,101.35,39832,3913358.35,590,INE083D01012,2017-02-20
BALRAMCHIN,EQ,144.5,149.8,144.5,149.15,149.25,146.15,1287259,191024061.7,10278,INE119A01028,2017-02-20
BANARBEADS,EQ,70.05,71.95,70,70.45,70.5,70.25,2230,157624.25,18,INE655B01011,2017-02-20
BANKINDIA,EQ,132,137.65,131.35,136.75,136.55,133.55,4789755,646377589.3,22220,INE084A01016,2017-02-20
BANSWRAS,EQ,180.65,180.7,170,177.65,175.5,173.75,5051,898903.75,163,INE629D01012,2017-02-20
BARTRONICS,EQ,14,14.3,13.95,14.15,14.2,14.05,55604,783309.4,208,INE855F01034,2017-02-20
BASF,EQ,1560,1619,1556,1600.65,1608,1563.45,20518,32463014.4,2172,INE373A01013,2017-02-20
BASML,EQ,293.6,304,293.6,297.45,300,298.7,2534,755644.6,45,INE186H01014,2017-02-20
BATAINDIA,EQ,534.7,534.7,522.65,529.05,525.6,530.05,265998,140485457.35,6370,INE176A01028,2017-02-20
BAYERCROP,EQ,4610.7,4610.7,4570,4586.85,4580.35,4610.7,21716,99571637.35,6356,INE462A01022,2017-02-20
BBL,EQ,1386,1440.45,1346.35,1413.45,1413.9,1385.1,58299,82071715.5,3780,INE464A01028,2017-02-20
BBTC,EQ,875.1,892.5,873.95,886.95,890,880.85,53341,47093416.2,2105,INE050A01025,2017-02-20
BEARDSELL,EQ,53.05,54.5,52.1,54.5,54.5,53.05,584,30772.25,20,INE520H01022,2017-02-20
BEL,EQ,159.8,162,157.6,159.75,159.6,160.55,3571077,572907986.55,33232,INE263A01024,2017-02-20
BEML,EQ,1477,1489.8,1430.15,1438.2,1437,1483.9,718466,1039799004.55,18735,INE258A01016,2017-02-20
BEPL,EQ,51.3,59.6,50.4,58.8,58.4,51.35,11219707,641921830.6,34799,INE922A01025,2017-02-20
BERGEPAINT,EQ,240,240.65,234.4,236.35,237,241.55,593353,140718216.05,39789,INE463A01038,2017-02-20
BFINVEST,EQ,180,185.3,178,182.95,183.3,180.8,126629,23045341.4,2540,INE878K01010,2017-02-20
BFUTILITIE,EQ,383.2,387.7,373,383.7,383.5,386.1,268032,102647591.2,7153,INE243D01012,2017-02-20
BGRENERGY,EQ,142.85,144.45,140.65,142.95,142.85,142.55,117098,16704491.7,1795,INE661I01014,2017-02-20
BHAGERIA,EQ,299.8,305.8,296,300.5,299.2,299.8,16544,4999019.3,1060,INE354C01027,2017-02-20
BHAGYANGR,EQ,24.5,27.65,23.75,25.55,25.4,24.9,137313,3629877.5,648,INE458B01036,2017-02-20
BHANDARI,EQ,2.4,2.45,2.3,2.3,2.3,2.3,139347,329380.3,59,INE474E01029,2017-02-20
BHARATFIN,EQ,701.15,709,698,704.15,702.9,707.2,1036526,728890190.1,18753,INE180K01011,2017-02-20
BHARATFORG,EQ,1084,1087,1052.9,1059.1,1064,1090.2,1132585,1210982745.8,28954,INE465A01025,2017-02-20
BHARATGEAR,EQ,130,142,129,139.15,138.1,131.2,148634,20672311.85,2814,INE561C01019,2017-02-20
BHARATIDIL,EQ,8.4,9.2,8.4,8.65,8.8,8.9,28430,249167.35,78,INE673G01013,2017-02-20
BHARATRAS,EQ,2902.05,3000,2890,2984.75,2980,2923.8,1114,3268945.4,199,INE838B01013,2017-02-20
BHARATWIRE,EQ,89.55,90.85,87.5,88.25,88.5,89.35,148461,13246527.85,963,INE316L01019,2017-02-20
BHARTIARTL,EQ,374.9,381.65,367.5,377.2,378.7,371.45,3794226,1415125621.5,57586,INE397D01024,2017-02-20
BHEL,EQ,134.1,136.8,132.5,136.3,136.55,134.4,3060003,413250882.45,16580,INE257A01026,2017-02-20
BHUSANSTL,EQ,68.35,68.7,65.2,66.05,65.8,68.4,1765947,117462431.25,13477,INE824B01021,2017-02-20
BIGBLOC,EQ,85.5,85.75,84.5,85.1,85.5,86,17606,1501398.3,153,INE412U01017,2017-02-20
BIL,EQ,589.25,595,576.1,580.3,576.5,591.8,25743,15172095.4,711,INE828A01016,2017-02-20
BILENERGY,EQ,0.75,0.75,0.75,0.75,0.75,0.8,10000,7500,2,INE607L01029,2017-02-20
BILPOWER,EQ,1.4,1.4,1.4,1.4,1.4,1.4,391,547.4,1,INE952D01018,2017-02-20
BINANIIND,EQ,74.8,75.75,73.5,73.85,73.6,73.75,19525,1446276.1,294,INE071A01013,2017-02-20
BINDALAGRO,EQ,23.5,23.9,23.35,23.55,23.5,23.45,35071,825632.95,169,INE143A01010,2017-02-20
BIOCON,EQ,322.95,329.55,319.25,328,329.55,322.95,1010224,328444657.05,15477,INE376G01013,2017-02-20
BIRLACABLE,EQ,41.95,42,41,41.45,41.3,41.3,9666,403029.5,180,INE800A01015,2017-02-20
BIRLACORPN,EQ,879.85,879.85,862.15,868,867.95,868.75,6756,5880058.35,647,INE340A01012,2017-02-20
BIRLAMONEY,EQ,66.95,68,65.85,67,67,66,1200518,80371199.1,6941,INE865C01022,2017-02-20
BLISSGVS,EQ,154.8,161.1,152.8,155.4,155.65,153.85,236857,37113944.35,2525,INE416D01022,2017-02-20
BLKASHYAP,EQ,36,36.6,35.1,35.5,35.8,35.95,183728,6576063.9,708,INE350H01032,2017-02-20
BLS,EQ,182.3,192.4,180,191.05,191.5,181.2,68481,12955658.8,791,INE153T01027,2017-02-20
BLUEBLENDS,EQ,61.4,61.5,55.5,55.95,55.5,61.65,285726,16315861.1,1708,INE113O01014,2017-02-20
BLUEDART,EQ,4249.95,4316.95,4213,4302.6,4291,4238.35,34738,149294718.5,1210,INE233B01017,2017-02-20
BLUESTARCO,EQ,606.4,611,580,602.35,601,609.55,15255,9177727.75,1139,INE472A01039,2017-02-20
BODALCHEM,EQ,158.7,158.7,156.1,157.25,156.5,157.85,102104,16054601.7,1791,INE338D01028,2017-02-20
BOMDYEING,EQ,80.95,82.85,80.55,81.7,81.5,80.7,1860606,151984195.55,10717,INE032A01023,2017-02-20
BOSCHLTD,EQ,23240,23550,23140.05,23309.05,23201.75,23247.5,8558,199775281.75,3004,INE323A01026,2017-02-20
BPCL,EQ,610,624.6,608.65,616.7,617.1,612.05,3532200,2186043558.9,101719,INE029A01011,2017-02-20
BPL,EQ,66.75,67.3,65,65.6,65.6,66.85,290619,19136328.6,2192,INE110A01019,2017-02-20
BRFL,EQ,134,136,129.1,134.6,134,133.6,152446,20385217.05,931,INE589G01011,2017-02-20
BRIGADE,EQ,266.2,272.6,262.8,268.1,265.95,267.4,50789,13614915.35,1796,INE791I01019,2017-02-20
BRITANNIA,EQ,3645,3675.6,3590.05,3636.15,3650,3647.55,128578,466377664.35,20470,INE216A01022,2017-02-20
BROOKS,EQ,105.85,105.85,101.1,102.5,103.5,104,28907,2983724.75,475,INE650L01011,2017-02-20
BSE,EQ,1048,1080.5,1040,1074.05,1074,1048.3,73849,78373269.6,3564,INE118H01025,2017-02-20
BSELINFRA,EQ,4.3,4.3,4.05,4.2,4.2,4.2,53089,223217.15,70,INE395A01016,2017-02-20
BSL,EQ,72.9,74.85,72.9,73.15,72.95,73,2343,172028.3,26,INE594B01012,2017-02-20
BSLGOLDETF,EQ,2739,2739,2666,2666,2666,2691,7,18808,4,INF209K01HT2,2017-02-20
BSLIMITED,EQ,1.65,1.65,1.55,1.65,1.6,1.65,445735,714168.95,340,INE043K01029,2017-02-20
CADILAHC,EQ,526.4,532,522.1,527.7,528,526.6,541658,285714223.85,12777,INE010B01027,2017-02-20
CAMLINFINE,EQ,90.7,92,85.35,86.2,85.85,89.6,461229,41117790.65,4490,INE052I01032,2017-02-20
CANBK,EQ,318.4,328,317.1,326,327.4,323.8,3746081,1212070236.95,28818,INE476A01014,2017-02-20
CANFINHOME,EQ,3035,3125,3000,3109.35,3121,3066.25,187811,578042840.5,11898,INE477A01012,2017-02-20
CANTABIL,EQ,67.05,68.5,67.05,67.5,67.3,67.8,4882,329561.75,30,INE068L01016,2017-02-20
CAPF,EQ,650,674,642.1,670.75,671,657,653341,432519790.2,14951,INE688I01017,2017-02-20
CAPLIPOINT,EQ,563,566.95,550.05,553.25,552.95,563.35,45394,25341714.45,3038,INE475E01026,2017-02-20
CAPTRUST,EQ,375,377.5,370,375.4,377.5,373.4,2046,766766.55,71,INE707C01018,2017-02-20
CARBORUNIV,EQ,323.6,331,321.3,322.85,322,325.3,56194,18207175.95,2487,INE120A01034,2017-02-20
CAREERP,EQ,98.7,104,98.7,102.4,103,99.35,11229,1151505.05,367,INE521J01018,2017-02-20
CARERATING,EQ,1438,1473,1404.45,1422.2,1415,1438.05,22380,32184042.15,3481,INE752H01013,2017-02-20
CASTEXTECH,EQ,7.1,8.2,6.5,7.8,8.15,7.2,3015092,22399796.4,2773,INE068D01021,2017-02-20
CASTROLIND,EQ,406.95,407,402.5,403.55,403,406.35,590036,238613723.55,8595,INE172A01027,2017-02-20
CCCL,EQ,5.25,5.4,5.15,5.15,5.15,5.4,300020,1556869.7,170,INE429I01024,2017-02-20
CCHHL,EQ,13.3,14.5,13,13.85,13.9,12.65,1071704,14852353.55,2662,INE652F01027,2017-02-20
CCL,EQ,285,293.9,281.15,287.65,287,282.55,56081,16127277.2,3507,INE421D01022,2017-02-20
CEATLTD,EQ,1781,1820,1755.6,1809.8,1820,1781.65,807290,1446260248.7,23005,INE482A01020,2017-02-20
CEBBCO,EQ,11,11.2,10.95,11.15,11.15,11.05,25921,287564.8,96,INE209L01016,2017-02-20
CELEBRITY,EQ,14.9,14.9,13.75,14,14.2,14.4,49058,695867.45,215,INE185H01016,2017-02-20
CELESTIAL,EQ,22.5,23,22.35,22.45,22.5,22.7,34752,783783.75,194,INE221I01017,2017-02-20
CENTENKA,EQ,364,391.5,364,384.25,388.7,363.95,85831,32774149.8,3509,INE485A01015,2017-02-20
CENTEXT,EQ,4.65,4.9,4.65,4.7,4.75,4.75,30006,141100.8,61,INE281A01026,2017-02-20
CENTRALBK,EQ,88.5,88.9,87,87.4,87,88.85,754141,66142662.85,2888,INE483A01010,2017-02-20
CENTUM,EQ,680.05,703,673,686.95,688,692.7,3148,2162600.95,203,INE320B01020,2017-02-20
CENTURYPLY,EQ,289.5,302.5,289.5,300.85,301,290.9,150634,44815559.3,3029,INE348B01021,2017-02-20
CENTURYTEX,EQ,1100,1117,1086.75,1104.45,1104,1102.9,723441,798204255.5,14862,INE055A01016,2017-02-20
CERA,EQ,2869.65,2990,2815.05,2951.85,2951,2869.65,7599,21948984.1,1410,INE739E01017,2017-02-20
CEREBRAINT,EQ,50,52,49.5,51,51.65,50.65,1203813,61319433.65,2401,INE345B01019,2017-02-20
CESC,EQ,855,881,847.5,880,877.6,864.7,400190,346540704.4,12008,INE486A01013,2017-02-20
CGCL,EQ,57.05,59,56.1,58,58.85,57.15,30579,1772095.9,226,INE180C01026,2017-02-20
CGPOWER,EQ,78.65,80.55,78,80.25,80.2,80,1290396,102689132.1,8411,INE067A01029,2017-02-20
CHAMBLFERT,EQ,111.5,118.95,110.25,117.9,118.75,113.35,966981,112315453.15,12624,INE085A01013,2017-02-20
CHENNPETRO,EQ,353.7,353.7,346.55,348.2,348.5,350.8,186745,65238026.3,4488,INE178A01016,2017-02-20
CIPLA,EQ,535.4,538.65,531,536.85,536.65,534.65,601643,321950114.45,21918,INE059A01026,2017-02-20
CLEDUCATE,EQ,421.25,426,421.25,424.9,424.6,424.75,17303,7351512.25,265,INE201M01011,2017-02-20
CLNINDIA,EQ,622.05,625.1,621.25,621.95,621.7,624.7,7918,4935781.05,427,INE492A01029,2017-02-20
CMICABLES,EQ,215,217.9,212.1,216.2,216,211.6,98262,21071830.75,1254,INE981B01011,2017-02-20
CNOVAPETRO,EQ,24.2,24.4,22.5,23.2,23.4,24.75,1713,40631.85,26,INE672K01025,2017-02-20
COALINDIA,EQ,246,247.2,244.55,245.75,246,244.35,3526585,866748551.75,30476,INE522F01014,2017-02-20
COFFEEDAY,EQ,242,244,240.95,242.1,242,240.95,14875,3602082.6,655,INE335K01011,2017-02-20
COLPAL,EQ,1097.45,1097.45,1071,1088.45,1087,1093.8,433219,469913163.15,18370,INE259A01022,2017-02-20
COMPINFO,EQ,23,23,21.8,22.35,22.25,22.35,82843,1851768.5,80,INE070C01037,2017-02-20
COMPUSOFT,EQ,11.2,11.2,10.6,11,11,11.1,67621,736320.9,175,INE453B01029,2017-02-20
CONCOR,EQ,1135.75,1184,1128.1,1132.1,1132,1133.85,300686,346134472.1,20758,INE111A01017,2017-02-20
CONSOFINVT,EQ,71.75,71.75,68,69.05,68.15,69.4,11484,791018.3,186,INE025A01027,2017-02-20
CONTROLPR,EQ,339.9,344.9,318.75,337.85,335,337.45,23916,7955214.9,808,INE663B01015,2017-02-20
CORDSCABLE,EQ,106.2,116.7,105.8,113.65,116,107.2,117149,13217954.25,1314,INE792I01017,2017-02-20
COROMANDEL,EQ,415,421.4,405.4,410.05,408.3,415.55,173919,71693809.7,6017,INE169A01031,2017-02-20
CORPBANK,EQ,50.45,51.9,49.4,50.65,50.6,50.45,292134,14767423.9,1901,INE112A01023,2017-02-20
DABUR,EQ,289.75,291.95,286.8,289.9,290,290,3270135,946739582.2,23130,INE016A01026,2017-02-20
DALMIABHA,EQ,2380,2441.35,2350.95,2429.5,2435,2378.7,89307,213757663.4,5118,INE439L01019,2017-02-20
DALMIASUG,EQ,122.1,126,120.55,124.7,125,122.1,67596,8402141.9,904,INE495A01022,2017-02-20
DAMODARIND,EQ,82,84.25,81.4,83.35,83.45,82.1,3736,311541.4,63,INE497D01014,2017-02-20
DATAMATICS,EQ,100.4,105,100.4,102.15,102.9,101,105389,10841045.5,2203,INE365B01017,2017-02-20
DBCORP,EQ,376,377.95,367.55,376.1,373.35,377.6,17740,6631287.85,980,INE950I01011,2017-02-20
DBL,EQ,412.8,429.05,407.25,421.75,424,409.9,893308,377169196.7,6120,INE917M01012,2017-02-20
DBREALTY,EQ,39.2,40,38.7,39.4,39.3,39.55,235682,9293954.15,1357,INE879I01012,2017-02-20
DBSTOCKBRO,EQ,8.6,8.75,8.6,8.75,8.75,8.75,705,6093,10,INE921B01025,2017-02-20
DCBBANK,EQ,191,197.55,189.15,196.75,196.5,193.85,1714208,332985971.45,13594,INE503A01015,2017-02-20
DCM,EQ,117.35,119.75,115.35,116.3,116,118.15,31279,3679588.75,346,INE498A01018,2017-02-20
DCMSHRIRAM,EQ,340.1,345.75,334,338,337.05,342.65,48943,16668941.35,2406,INE499A01024,2017-02-20
DCW,EQ,32.75,33.75,32.7,33,33,33.3,526498,17488331.25,936,INE500A01029,2017-02-20
DECCANCE,EQ,1079,1090.95,1063.1,1081.4,1080,1073.35,3277,3538593.55,649,INE583C01013,2017-02-20
DEEPAKFERT,EQ,268.75,272.5,266.2,269.65,269.1,268.85,87754,23702185.05,3203,INE501A01019,2017-02-20
DEEPAKNTR,EQ,154.05,159.95,151.65,158.4,157.05,156.45,54401,8564922.4,1107,INE288B01029,2017-02-20
DEEPIND,EQ,272.05,281.35,272.05,278.55,278.8,272.85,98342,27271137.35,1280,INE677H01012,2017-02-20
DELTACORP,EQ,150.9,156.4,149.05,154.7,154.85,150.6,3073387,468982861.8,19163,INE124G01033,2017-02-20
DEN,EQ,78.25,79,76.35,78.4,77.5,77.95,196837,15394577.85,1491,INE947J01015,2017-02-20
DENABANK,EQ,33.15,34.05,33.1,33.3,33.25,33.5,752263,25169523.5,2529,INE077A01010,2017-02-20
DENORA,EQ,244.8,254.5,243.5,253.8,254.2,247.65,2709,675468.15,292,INE244A01016,2017-02-20
DFMFOODS,EQ,1400,1434.95,1361.2,1422.15,1426,1389.1,17939,25364144,1366,INE456C01012,2017-02-20
DHAMPURSUG,EQ,181,189.7,180,188.05,188,180.75,501194,93283894.9,8399,INE041A01016,2017-02-20
DHANBANK,EQ,37,38.1,36.3,37.15,36.95,37.05,907705,33882063.2,2060,INE680A01011,2017-02-20
DHANUKA,EQ,856,874.9,840,847.35,843.15,873.45,25775,21975073.1,1319,INE435G01025,2017-02-20
EDUCOMP,EQ,8.15,8.35,8,8.05,8.05,8.15,238687,1932513.8,389,INE216H01027,2017-02-20
EICHERMOT,EQ,26699.95,27310,26400,27224.85,27141,26661.05,43231,1166603838.9,15615,INE066A01013,2017-02-20
EIDPARRY,EQ,296,303,294,296.55,296.7,297.8,186861,55845664.6,2625,INE126A01031,2017-02-20
EIHAHOTELS,EQ,357.1,357.1,343.25,353.1,356,343.35,1920,680993.75,35,INE276C01014,2017-02-20
EIHOTEL,EQ,136.5,137.8,133.6,136.85,137,136.95,64648,8838878.05,467,INE230A01023,2017-02-20
EIMCOELECO,EQ,596.1,614.95,580.65,587.25,581,599.7,3698,2192461.65,223,INE158B01016,2017-02-20
EKC,EQ,32.5,33.5,32.3,32.65,32.65,32.55,83120,2731361.9,552,INE184H01027,2017-02-20
ELAND,EQ,21,22.95,20.65,22,22.15,21.45,40983,897232.15,247,INE311H01018,2017-02-20
ELECON,EQ,56.1,56.65,55.1,56.05,56.1,56.1,81139,4552380.65,995,INE205B01023,2017-02-20
ELECTCAST,EQ,29.1,29.55,28.7,29.15,29.05,29.25,383722,11176194.05,1088,INE086A01029,2017-02-20
ELGIEQUIP,EQ,237.65,240.45,234,235.65,234,237.7,51214,12140951.5,485,INE285A01027,2017-02-20
ELGIRUBCO,EQ,44.25,45,43.6,44.65,45,44.4,26705,1183169.7,150,INE819L01012,2017-02-20
EMAMIINFRA,EQ,134.15,140.15,131,140.15,140.15,133.5,188606,26232476.3,941,INE778K01012,2017-02-20
EMAMILTD,EQ,1070,1075.4,1055,1060.3,1063,1073.85,91430,97504830.75,5324,INE548C01032,2017-02-20
EMCO,EQ,23.55,23.7,23.05,23.2,23.3,23.65,85543,1998659.8,352,INE078A01026,2017-02-20
EMMBI,EQ,186.05,186.25,180.5,183.35,186,186.2,10721,1971703.05,680,INE753K01015,2017-02-20
ENDURANCE,EQ,885,895.6,871.35,887.05,887.3,889.85,100918,89369536.65,7219,INE913H01037,2017-02-20
ENERGYDEV,EQ,30.9,30.9,28.85,29.15,29.1,30.35,255807,7421046.6,689,INE306C01019,2017-02-20
ENGINERSIN,EQ,153.75,154.4,152.55,153.15,153,154.35,2068662,317453467.75,14355,INE510A01028,2017-02-20
ENIL,EQ,890.5,915,872.05,906.5,909.1,887.7,7620,6804754.6,535,INE265F01028,2017-02-20
EQUITAS,EQ,151.4,151.6,147.65,149.1,148.9,150.95,1085772,162149528.45,9477,INE988K01017,2017-02-20
EROSMEDIA,EQ,214.05,220.25,211.75,215.3,215.45,215.4,485646,105415640.85,7817,INE416L01017,2017-02-20
ESABINDIA,EQ,610.6,614.95,604.45,611.6,608.05,606.2,3379,2061326.1,50,INE284A01012,2017-02-20
ESCORTS,EQ,644.9,658.8,635,654.55,655.3,650.7,1791112,1162321543.3,32893,INE042A01014,2017-02-20
FCSSOFT,EQ,0.25,0.25,0.2,0.25,0.25,0.2,259393,58205.75,80,INE512B01022,2017-02-20
FDC,EQ,183.6,183.6,180,181.25,180.55,184.1,14464,2628357.8,429,INE258B01022,2017-02-20
FEDDERELEC,EQ,69.3,69.55,68.45,68.8,68.55,69.3,30147,2074016,404,INE249C01011,2017-02-20
FEDERALBNK,EQ,112.5,113.4,111.05,111.95,111.8,112.6,11606357,1301177854.4,32301,INE171A01029,2017-02-20
FEL,EQ,31.15,33,31,31.95,32,31.4,645163,20815968.9,2089,INE623B01027,2017-02-20
FELDVR,EQ,28.1,29,28.05,28.25,28.15,28.2,7948,226279.95,76,IN9623B01058,2017-02-20
FIEMIND,EQ,884.2,884.25,874,876.55,875.1,880.15,13037,11453903.45,805,INE737H01014,2017-02-20
FILATEX,EQ,140.5,143.45,138.1,139.1,138.25,141.95,123917,17310407,587,INE816B01019,2017-02-20
FINCABLES,EQ,474.05,478.45,465.05,467.5,465.55,476.85,67490,31713726.45,2802,INE235A01022,2017-02-20
FINPIPE,EQ,603.7,609,601.05,601.95,601.7,601.4,32532,19638505.15,911,INE183A01016,2017-02-20
FLEXITUFF,EQ,117.25,119,117.1,118.4,118.2,119.2,2091,247554.3,1048,INE060J01017,2017-02-20
FLFL,EQ,296,309.45,295.95,304.2,301,299.9,79973,24327620.55,2953,INE452O01016,2017-02-20
FMGOETZE,EQ,551,567.95,543.3,553.9,550,556,4825,2683256.8,709,INE529A01010,2017-02-20
FMNL,EQ,70,71.95,68.5,70.75,70.75,69.5,23340,1644571.3,129,INE360L01017,2017-02-20
FORTIS,EQ,166.65,171.85,165.5,167,167.45,165.25,9996688,1687072869.9,45395,INE061F01013,2017-02-20
FOSECOIND,EQ,1356,1376.9,1356,1356.8,1356,1356.1,201,272945.9,54,INE519A01011,2017-02-20
FRETAIL,EQ,356,388.95,350,363.95,365.8,354.95,691504,257478994.8,23786,INE752P01024,2017-02-20
FSL,EQ,31.6,32.65,31.5,32.05,32.25,31.75,1132131,36217091.75,2966,INE684F01012,2017-02-20
GABRIEL,EQ,148.05,150,146.15,146.65,146.4,149.9,80819,11940525.75,1295,INE524A01029,2017-02-20
GAEL,EQ,124.05,125.8,122,122.7,123,125.2,46191,5723910.1,799,INE036B01022,2017-02-20
GAIL,EQ,362.4,367.5,355.1,356.05,355.8,359.7,3167738,1142051460.75,44900,INE129A01019,2017-02-20
GAL,EQ,6.75,7.4,6.65,6.85,6.85,6.8,204185,1440817.95,226,INE482J01021,2017-02-20
GALLANTT,EQ,40,40.75,39.4,40.35,40.15,40.35,63358,2575354.4,127,INE297H01019,2017-02-20
GALLISPAT,EQ,204.35,210,202.3,207.55,210,202.15,3284,677873.6,93,INE528K01011,2017-02-20
